parking_id,scenario_id,dimension_code,subscore,weight_applied,weighted_contribution
89,1,DEMAND,16.88892719013028,0.3,5.0666781570390835
18,4,DEMAND,82.29754785020172,0.3,24.689264355060516
52,4,DEMAND,73.94236414478726,0.3,22.18270924343618
6,4,DEMAND,74.23410544758148,0.3,22.270231634274445
1,4,DEMAND,78.63754281588682,0.3,23.591262844766046
51,4,DEMAND,73.65930815081396,0.3,22.097792445244185
17,4,DEMAND,67.49538360241087,0.3,20.24861508072326
41,4,DEMAND,58.55127762502547,0.3,17.56538328750764
3,4,DEMAND,69.05633388554334,0.3,20.716900165663002
13,4,DEMAND,61.18083446192396,0.3,18.354250338577188
21,4,DEMAND,58.9523102089075,0.3,17.68569306267225
8,4,DEMAND,66.72578596628985,0.3,20.017735789886952
55,4,DEMAND,74.14199090679617,0.3,22.24259727203885
15,4,DEMAND,62.94810850397326,0.3,18.884432551191978
16,4,DEMAND,65.06811395169434,0.3,19.520434185508304
19,4,DEMAND,63.63742812665825,0.3,19.091228437997476
46,4,DEMAND,61.38735499020685,0.3,18.416206497062056
22,4,DEMAND,51.86842326044099,0.3,15.560526978132296
7,4,DEMAND,66.49508292303048,0.3,19.948524876909143
12,4,DEMAND,68.91147257249091,0.3,20.67344177174727
2,4,DEMAND,56.007887612950896,0.3,16.802366283885267
45,4,DEMAND,44.495856318714,0.3,13.3487568956142
43,4,DEMAND,59.11247253283882,0.3,17.733741759851647
14,4,DEMAND,56.947612836416816,0.3,17.084283850925043
4,4,DEMAND,64.48577466783722,0.3,19.345732400351164
42,4,DEMAND,58.7162578762061,0.3,17.61487736286183
9,4,DEMAND,66.58154827517723,0.3,19.974464482553167
85,4,DEMAND,26.80595630321767,0.3,8.0417868909653
5,4,DEMAND,71.20853789133983,0.3,21.36256136740195
10,4,DEMAND,52.92429363576936,0.3,15.877288090730808
83,4,DEMAND,23.560783345099324,0.3,7.068235003529797
40,4,DEMAND,29.884477944996902,0.3,8.96534338349907
50,4,DEMAND,57.11143888036624,0.3,17.13343166410987
44,4,DEMAND,49.57694407000756,0.3,14.873083221002268
11,4,DEMAND,33.432140783757944,0.3,10.029642235127383
34,4,DEMAND,26.32552685650193,0.3,7.897658056950579
101,4,DEMAND,17.72754050067105,0.3,5.318262150201315
118,4,DEMAND,20.67940784614637,0.3,6.20382235384391
20,4,DEMAND,54.20694418141973,0.3,16.262083254425917
75,4,DEMAND,7.296488558048489,0.3,2.1889465674145465
49,4,DEMAND,66.43672390165077,0.3,19.931017170495227
104,4,DEMAND,28.19632966662073,0.3,8.458898899986218
84,4,DEMAND,7.333334744467978,0.3,2.200000423340393
86,4,DEMAND,21.711731886876592,0.3,6.513519566062977
99,4,DEMAND,21.398928442376494,0.3,6.419678532712948
120,4,DEMAND,10.464655187734,0.3,3.1393965563201998
72,4,DEMAND,20.564563678104182,0.3,6.169369103431254
53,4,DEMAND,10.928245787562936,0.3,3.278473736268881
31,4,DEMAND,21.342811725043227,0.3,6.402843517512967
102,4,DEMAND,20.03133316993854,0.3,6.009399950981562
33,4,DEMAND,14.61136682614712,0.3,4.383410047844136
26,4,DEMAND,17.312064605372708,0.3,5.193619381611812
68,4,DEMAND,14.290289827359906,0.3,4.287086948207972
47,4,DEMAND,40.989360227570465,0.3,12.296808068271138
48,4,DEMAND,67.9708526517385,0.3,20.39125579552155
36,4,DEMAND,27.14928474256831,0.3,8.144785422770493
90,4,DEMAND,18.354358809306017,0.3,5.506307642791805
56,4,DEMAND,15.98221486541634,0.3,4.794664459624902
23,4,DEMAND,14.62785518753854,0.3,4.388356556261562
117,4,DEMAND,16.920487615557775,0.3,5.076146284667332
29,4,DEMAND,27.16755770892154,0.3,8.150267312676462
74,4,DEMAND,8.417412392979294,0.3,2.525223717893788
30,4,DEMAND,17.390440079120506,0.3,5.217132023736151
38,4,DEMAND,21.1417255390294,0.3,6.34251766170882
67,4,DEMAND,18.688568170908283,0.3,5.606570451272485
80,4,DEMAND,25.76240119519637,0.3,7.7287203585589115
105,4,DEMAND,19.638488420189564,0.3,5.891546526056869
32,4,DEMAND,33.12801471556874,0.3,9.938404414670622
59,4,DEMAND,8.45708431339544,0.3,2.5371252940186317
100,4,DEMAND,25.493081116362113,0.3,7.647924334908634
37,4,DEMAND,22.829142912938888,0.3,6.848742873881666
28,4,DEMAND,14.966288934854871,0.3,4.489886680456461
95,4,DEMAND,10.959532837438294,0.3,3.287859851231488
93,4,DEMAND,7.750989060039103,0.3,2.3252967180117308
